Genus;Epithet;Author;Whole
Dalechampia;hassleriana;Chodat        ;Dalechampia hassleriana Chodat        
Dalechampia;hastata;G.L.Webster        ;Dalechampia hastata G.L.Webster        
Dalechampia;herzogiana;Pax & K.Hoffm.      ;Dalechampia herzogiana Pax & K.Hoffm.      
Dalechampia;heterobractea;Armbr.        ;Dalechampia heterobractea Armbr.        
Dalechampia;hispida;Poepp.        ;Dalechampia hispida Poepp.        
Dalechampia;ilheotica;Wawra        ;Dalechampia ilheotica Wawra        
Dalechampia;juruana;Ule        ;Dalechampia juruana Ule        
Dalechampia;karsteniana;Pax & K.Hoffm.      ;Dalechampia karsteniana Pax & K.Hoffm.      
Dalechampia;laevigata;Standl.        ;Dalechampia laevigata Standl.        
Dalechampia;leandrii;Baill.        ;Dalechampia leandrii Baill.        
Dalechampia;liesneri;Huft        ;Dalechampia liesneri Huft        
Dalechampia;luetzelburgii;Pax & K.Hoffm.      ;Dalechampia luetzelburgii Pax & K.Hoffm.      
Dalechampia;magnistipulata;G.L.Webster & Armbr.      ;Dalechampia magnistipulata G.L.Webster & Armbr.      
Dalechampia;martiana;Klotzsch ex Pax & K.Hoffm.    ;Dalechampia martiana Klotzsch ex Pax & K.Hoffm.    
Dalechampia;megacarpa;Armbr.        ;Dalechampia megacarpa Armbr.        
Dalechampia;meridionalis;Müll.Arg.        ;Dalechampia meridionalis Müll.Arg.        
Dalechampia;micrantha;Poepp.        ;Dalechampia micrantha Poepp.        
Dalechampia;micromeria;Baill.        ;Dalechampia micromeria Baill.        
Dalechampia;occidentalis;Müll.Arg.        ;Dalechampia occidentalis Müll.Arg.        
Dalechampia;olfersiana;Müll.Arg.        ;Dalechampia olfersiana Müll.Arg.        
Dalechampia;olympiana;Kuhlm. & W.A.Rodrigues      ;Dalechampia olympiana Kuhlm. & W.A.Rodrigues      
Dalechampia;papillistigma;Armbr.        ;Dalechampia papillistigma Armbr.        
Dalechampia;parvibracteata;Lanj.        ;Dalechampia parvibracteata Lanj.        
Dalechampia;scandens;L.        ;Dalechampia scandens L.        
Dalechampia;peckoltiana;Müll.Arg.        ;Dalechampia peckoltiana Müll.Arg.        
Dalechampia;pentaphylla;Lam.        ;Dalechampia pentaphylla Lam.        
Dalechampia;pernambucensis;Baill.        ;Dalechampia pernambucensis Baill.        
Dalechampia;psilogyne;Müll.Arg.        ;Dalechampia psilogyne Müll.Arg.        
Dalechampia;purpurata;Cordeiro        ;Dalechampia purpurata Cordeiro        
Dalechampia;regnellii;Müll.Arg.        ;Dalechampia regnellii Müll.Arg.        
Dalechampia;reitzkleinii;L.B.Sm. & Downs      ;Dalechampia reitzkleinii L.B.Sm. & Downs      
Dalechampia;riparia;L.B.Sm. & Downs      ;Dalechampia riparia L.B.Sm. & Downs      
Dalechampia;schenckiana;Pax & K.Hoffm.      ;Dalechampia schenckiana Pax & K.Hoffm.      
Dalechampia;schippii;Standl.        ;Dalechampia schippii Standl.        
Dalechampia;shankii;(Ant.Molina) Huft       ;Dalechampia shankii (Ant.Molina) Huft       
Dalechampia;spathulata;(Scheidw.) Baill.       ;Dalechampia spathulata (Scheidw.) Baill.       
Dalechampia;stenosepala;Müll.Arg.        ;Dalechampia stenosepala Müll.Arg.        
Dalechampia;stipulacea;Müll.Arg.        ;Dalechampia stipulacea Müll.Arg.        
Dalechampia;subintegra;(Müll.Arg.) Müll.Arg.       ;Dalechampia subintegra (Müll.Arg.) Müll.Arg.       
Dalechampia;sylvestris;S.Moore        ;Dalechampia sylvestris S.Moore        
Dalechampia;tenuiramea;Müll.Arg.        ;Dalechampia tenuiramea Müll.Arg.        
Dalechampia;tiliifolia;Lam.        ;Dalechampia tiliifolia Lam.        
Dalechampia;weddelliana;Baill.        ;Dalechampia weddelliana Baill.        
Dalechampia;triphylla;Lam.        ;Dalechampia triphylla Lam.        
Dalechampia;uleana;Pax & K.Hoffm.      ;Dalechampia uleana Pax & K.Hoffm.      
Dalechampia;ulmifolia;Chodat & Hassl.      ;Dalechampia ulmifolia Chodat & Hassl.      
Dalechampia;variifolia;Müll.Arg.        ;Dalechampia variifolia Müll.Arg.        
Dalechampia;violacea;Pax & K.Hoffm.      ;Dalechampia violacea Pax & K.Hoffm.      
Dalechampia;viridissima;G.L.Webster        ;Dalechampia viridissima G.L.Webster        
Dalechampia;weberbaueri;Pax & K.Hoffm.      ;Dalechampia weberbaueri Pax & K.Hoffm.      
Dalechampia;websteri;Armbr.        ;Dalechampia websteri Armbr.        
Euphorbia;colletioides;Benth.        ;Euphorbia colletioides Benth.        
Euphorbia;milii;DesMoul.        ;Euphorbia milii DesMoul.        
Euphorbia;tithymaloides;L.        ;Euphorbia tithymaloides L.        
Euphorbia;verapazensis;Standl. & Steyerm.      ;Euphorbia verapazensis Standl. & Steyerm.      
Mabea;biglandulosa;Baill. ex Müll.Arg.      ;Mabea biglandulosa Baill. ex Müll.Arg.      
Mabea;taquari;Aubl.        ;Mabea taquari Aubl.        
Manihot;anomala;Pohl        ;Manihot anomala Pohl        
Manihot;baccata;Allem        ;Manihot baccata Allem        
Manihot;brachyloba;Müll.Arg.        ;Manihot brachyloba Müll.Arg.        
Manihot;breviloba;P.Carvalho & M.Martins      ;Manihot breviloba P.Carvalho & M.Martins      
Manihot;chlorosticta;Standl. & Goldman      ;Manihot chlorosticta Standl. & Goldman      
Manihot;inflata;Müll.Arg.        ;Manihot inflata Müll.Arg.        
Manihot;leptophylla;Pax & K.Hoffm.      ;Manihot leptophylla Pax & K.Hoffm.      
Manihot;maracasensis;Ule        ;Manihot maracasensis Ule        
Manihot;procumbens;Müll.Arg.        ;Manihot procumbens Müll.Arg.        
Manihot;pruinosa;Pohl        ;Manihot pruinosa Pohl        
Manihot;quinquepartita;Huber ex D.J.Rogers & Appan    ;Manihot quinquepartita Huber ex D.J.Rogers & Appan    
Omphalea;brasiliensis;Müll.Arg.        ;Omphalea brasiliensis Müll.Arg.        
Omphalea;diandra;L.        ;Omphalea diandra L.        
Platygyna;dentata;Alain        ;Platygyna dentata Alain        
Platygyna;hexandra;(Jacq.) Müll.Arg.       ;Platygyna hexandra (Jacq.) Müll.Arg.       
Platygyna;leonis;Alain        ;Platygyna leonis Alain        
Platygyna;obovata;Borhidi        ;Platygyna obovata Borhidi        
Platygyna;parvifolia;Alain        ;Platygyna parvifolia Alain        
Platygyna;triandra;Borhidi        ;Platygyna triandra Borhidi        
Platygyna;volubilis;Howard        ;Platygyna volubilis Howard        
Plukenetia;brachybotrya;Müll.Arg.        ;Plukenetia brachybotrya Müll.Arg.        
Plukenetia;lehmanniana;(Pax & K.Hoffm.) Huft & Gillespie   ;Plukenetia lehmanniana (Pax & K.Hoffm.) Huft & Gillespie   
Plukenetia;loretensis;Ule        ;Plukenetia loretensis Ule        
Plukenetia;multiglandulosa;Jabl.        ;Plukenetia multiglandulosa Jabl.        
Plukenetia;penninervia;Müll.Arg.        ;Plukenetia penninervia Müll.Arg.        
Plukenetia;polyadenia;Müll.Arg.        ;Plukenetia polyadenia Müll.Arg.        
Plukenetia;serrata;(Vell.) L.J.Gillespie       ;Plukenetia serrata (Vell.) L.J.Gillespie       
Plukenetia;stipellata;L.J.Gillespie        ;Plukenetia stipellata L.J.Gillespie        
Plukenetia;supraglandulosa;L.J.Gillespie        ;Plukenetia supraglandulosa L.J.Gillespie        
Plukenetia;verrucosa;Sm.        ;Plukenetia verrucosa Sm.        
Plukenetia;volubilis;L.        ;Plukenetia volubilis L.        
Romanoa;tamnoides;(A.Juss.) Radcl.-Sm.       ;Romanoa tamnoides (A.Juss.) Radcl.-Sm.       
Tragia;aurea;Rusby        ;Tragia aurea Rusby        
Tragia;bahiensis;Müll.Arg.        ;Tragia bahiensis Müll.Arg.        
Tragia;biflora;Urb. & Ekman      ;Tragia biflora Urb. & Ekman      
Tragia;chlorocaulon;Baill.        ;Tragia chlorocaulon Baill.        
Tragia;correae;Huft        ;Tragia correae Huft        
Tragia;cubensis;Urb.        ;Tragia cubensis Urb.        
Tragia;friesii;Pax & K.Hoffm.      ;Tragia friesii Pax & K.Hoffm.      
Tragia;gracilis;Griseb.        ;Tragia gracilis Griseb.        
Tragia;karsteniana;Pax & K.Hoffm.      ;Tragia karsteniana Pax & K.Hoffm.      
Tragia;mexicana;Müll.Arg.        ;Tragia mexicana Müll.Arg.        
Tragia;nepetifolia;Cav.        ;Tragia nepetifolia Cav.        
Tragia;pacifica;McVaugh        ;Tragia pacifica McVaugh        
Tragia;paxii;Lourteig & O'Donell      ;Tragia paxii Lourteig & O'Donell      
Tragia;polyandra;Vell.        ;Tragia polyandra Vell.        
Tragia;rubiginosa;Huft        ;Tragia rubiginosa Huft        
Tragia;subhastata;Poepp.        ;Tragia subhastata Poepp.        
Tragia;uberabana;Müll.Arg.        ;Tragia uberabana Müll.Arg.        
Tragia;volubilis;L.        ;Tragia volubilis L.        
Tragia;yucatanensis;Millsp.        ;Tragia yucatanensis Millsp.        
Bia;cordata;(Baill.) G.L.Webster       ;Bia cordata (Baill.) G.L.Webster       
Manihot;brachyandra;Pax & K.Hoffm.      ;Manihot brachyandra Pax & K.Hoffm.      
Manihot;compositifolia;Allem        ;Manihot compositifolia Allem        
Abrus;fruticulosus;Wight & Arn.      ;Abrus fruticulosus Wight & Arn.      
Abrus;pulchellus;Thwaites        ;Abrus pulchellus Thwaites        
Abrus;precatorius;L.        ;Abrus precatorius L.        
Adenopodia;gymnantha;Brenan        ;Adenopodia gymnantha Brenan        
Adenopodia;oaxacana;M.Sousa        ;Adenopodia oaxacana M.Sousa        
Adenopodia;patens;(Hook. & Arn.) Brenan     ;Adenopodia patens (Hook. & Arn.) Brenan     
Amicia;lobbiana;Benth. ex Rusby      ;Amicia lobbiana Benth. ex Rusby      
Ancistrotropis;firmula;(Benth.) A.Delgado       ;Ancistrotropis firmula (Benth.) A.Delgado       
Ancistrotropis;peduncularis;(Kunth) A.Delgado       ;Ancistrotropis peduncularis (Kunth) A.Delgado       
Ancistrotropis;robusta;(Piper) A.Delgado       ;Ancistrotropis robusta (Piper) A.Delgado       
Ancistrotropis;serrana;Snak & al.      ;Ancistrotropis serrana Snak & al.      
Ancistrotropis;subhastata;(Verdc.) A.Delgado       ;Ancistrotropis subhastata (Verdc.) A.Delgado       
Apurimacia;boliviana;(Britton) Lavin       ;Apurimacia boliviana (Britton) Lavin       
Barbieria;pinnata;(Pers.) Baill.       ;Barbieria pinnata (Pers.) Baill.       
Calopogonium;mucunoides;Desv.        ;Calopogonium mucunoides Desv.        
Calopogonium;caeruleum;(Benth.) Sauvalle       ;Calopogonium caeruleum (Benth.) Sauvalle       
Calopogonium;domingense;Urb. & Ekman      ;Calopogonium domingense Urb. & Ekman      
Calopogonium;pumilum;Urb.        ;Calopogonium pumilum Urb.        
Calopogonium;racemosum;Micheli        ;Calopogonium racemosum Micheli        
Calopogonium;velutinum;(Benth.) Amshoff       ;Calopogonium velutinum (Benth.) Amshoff       
Camptosema;douradense;H.S.Irwin & Arroyo      ;Camptosema douradense H.S.Irwin & Arroyo      
Camptosema;ellipticum;(Desv.) Burkart       ;Camptosema ellipticum (Desv.) Burkart       
Camptosema;goiasana;Cowan        ;Camptosema goiasana Cowan        
Camptosema;nobile;Lindm.        ;Camptosema nobile Lindm.        
Camptosema;paraguariense;(Chodat & Hassl.) Hassl.     ;Camptosema paraguariense (Chodat & Hassl.) Hassl.     
Camptosema;praeandinum;Burkart        ;Camptosema praeandinum Burkart        
Camptosema;rubicundum;Hook. & Arn.      ;Camptosema rubicundum Hook. & Arn.      
Camptosema;scarlatinum;(Benth.) Burkart       ;Camptosema scarlatinum (Benth.) Burkart       
Camptosema;spectabile;(Tul.) Burkart       ;Camptosema spectabile (Tul.) Burkart       
Canavalia;acuminata;Rose        ;Canavalia acuminata Rose        
Canavalia;altipendula;(Piper) Standl.       ;Canavalia altipendula (Piper) Standl.       
Canavalia;beniensis;Aymard & Cuello      ;Canavalia beniensis Aymard & Cuello      
Canavalia;bicarinata;Standl.        ;Canavalia bicarinata Standl.        
Canavalia;boliviana;Piper        ;Canavalia boliviana Piper        
Canavalia;bonariensis;Lindl.        ;Canavalia bonariensis Lindl.        
Canavalia;brasiliensis;Benth.        ;Canavalia brasiliensis Benth.        
Canavalia;cassidea;G.P.Lewis        ;Canavalia cassidea G.P.Lewis        
Canavalia;cathartica;Thouars        ;Canavalia cathartica Thouars        
Canavalia;concinna;J.D.Sauer        ;Canavalia concinna J.D.Sauer        
Canavalia;dictyota;Piper        ;Canavalia dictyota Piper        
Canavalia;dolichothyrsa;G.P.Lewis        ;Canavalia dolichothyrsa G.P.Lewis        
Canavalia;dura;J.D.Sauer        ;Canavalia dura J.D.Sauer        
Canavalia;ensiformis;(L.) DC.       ;Canavalia ensiformis (L.) DC.       
Canavalia;eurycarpa;Piper        ;Canavalia eurycarpa Piper        
Canavalia;glabra;(M.Martens & Galeotti) J.D.Sauer     ;Canavalia glabra (M.Martens & Galeotti) J.D.Sauer     
Canavalia;gladiata;(Jacq.) DC.       ;Canavalia gladiata (Jacq.) DC.       
Canavalia;grandiflora;Benth.        ;Canavalia grandiflora Benth.        
Canavalia;hirsutissima;J.D.Sauer        ;Canavalia hirsutissima J.D.Sauer        
Canavalia;macropleura;Piper        ;Canavalia macropleura Piper        
Canavalia;mandibulata;Sauer        ;Canavalia mandibulata Sauer        
Canavalia;rosea;(Sw.) DC.       ;Canavalia rosea (Sw.) DC.       
Canavalia;mattogrossensis;(Barb.Rodr.) Malme       ;Canavalia mattogrossensis (Barb.Rodr.) Malme       
Canavalia;matudae;J.D.Sauer        ;Canavalia matudae J.D.Sauer        
Canavalia;microsperma;Urb.        ;Canavalia microsperma Urb.        
Canavalia;nitida;(Cav.) Piper       ;Canavalia nitida (Cav.) Piper       
Canavalia;obidensis;Ducke        ;Canavalia obidensis Ducke        
Canavalia;oxyphylla;Standl. & L.O.Williams      ;Canavalia oxyphylla Standl. & L.O.Williams      
Canavalia;palmeri;(Piper) Standl.       ;Canavalia palmeri (Piper) Standl.       
Canavalia;parviflora;Benth.        ;Canavalia parviflora Benth.        
Canavalia;picta;Benth.        ;Canavalia picta Benth.        
Canavalia;piperi;Killip & J.F.Macbr.      ;Canavalia piperi Killip & J.F.Macbr.      
Canavalia;plagiosperma;Piper        ;Canavalia plagiosperma Piper        
Canavalia;saueri;Fantz        ;Canavalia saueri Fantz        
Canavalia;sericophylla;Ducke        ;Canavalia sericophylla Ducke        
Canavalia;villosa;Benth.        ;Canavalia villosa Benth.        
Canavalia;wurdackii;Aymard & Cuello      ;Canavalia wurdackii Aymard & Cuello      
Centrosema;acutifolium;Benth.        ;Centrosema acutifolium Benth.        
Centrosema;angustifolium;(Kunth) Benth.       ;Centrosema angustifolium (Kunth) Benth.       
Centrosema;arenarium;Benth.        ;Centrosema arenarium Benth.        
Centrosema;bellum;Vigo        ;Centrosema bellum Vigo        
Centrosema;bifidum;Benth.        ;Centrosema bifidum Benth.        
Centrosema;bracteosum;Benth.        ;Centrosema bracteosum Benth.        
Centrosema;brasilianum;(L.) Benth.       ;Centrosema brasilianum (L.) Benth.       
Centrosema;capitatum;(Rich.) Amshoff       ;Centrosema capitatum (Rich.) Amshoff       
Centrosema;carajasense;Cavalc.        ;Centrosema carajasense Cavalc.        
Centrosema;coriaceum;Benth.        ;Centrosema coriaceum Benth.        
Centrosema;dasyanthum;Benth.        ;Centrosema dasyanthum Benth.        
Centrosema;fasciculatum;Benth.        ;Centrosema fasciculatum Benth.        
Centrosema;galeottii;Fantz        ;Centrosema galeottii Fantz        
Centrosema;grandiflorum;Benth.        ;Centrosema grandiflorum Benth.        
Centrosema;grazielae;V.P.Barbosa        ;Centrosema grazielae V.P.Barbosa        
Centrosema;haitiense;Urb. & Ekman      ;Centrosema haitiense Urb. & Ekman      
Centrosema;jaraguaensis;Hoehne        ;Centrosema jaraguaensis Hoehne        
Centrosema;latidens;Killip & J.F.Macbr.      ;Centrosema latidens Killip & J.F.Macbr.      
Centrosema;lucia-helenae;Brandão & Gavil.      ;Centrosema lucia-helenae Brandão & Gavil.      
Centrosema;macranthum;Hoehne        ;Centrosema macranthum Hoehne        
Centrosema;macrocarpum;Benth.        ;Centrosema macrocarpum Benth.        
Centrosema;molle;Benth.        ;Centrosema molle Benth.        
Centrosema;pascuorum;Benth.        ;Centrosema pascuorum Benth.        
Centrosema;platycarpum;Benth.        ;Centrosema platycarpum Benth.        
Centrosema;plumieri;(Pers.) Benth.       ;Centrosema plumieri (Pers.) Benth.       
Centrosema;pubescens;Benth.        ;Centrosema pubescens Benth.        
Centrosema;rotundifolium;Benth.        ;Centrosema rotundifolium Benth.        
Centrosema;sagittatum;(Kunth ex Willd.) L.Riley     ;Centrosema sagittatum (Kunth ex Willd.) L.Riley     
Centrosema;schottii;(Millsp.) K.Schum.       ;Centrosema schottii (Millsp.) K.Schum.       
Centrosema;tapirapoanense;Hoehne        ;Centrosema tapirapoanense Hoehne        
Centrosema;teresae;Brandão & SousaCosta      ;Centrosema teresae Brandão & SousaCosta      
Centrosema;tetragonolobum;Schultze-Kr. & R.J.Williams      ;Centrosema tetragonolobum Schultze-Kr. & R.J.Williams      
Centrosema;triquetrum;(Benth.) Benth.       ;Centrosema triquetrum (Benth.) Benth.       
Centrosema;unifoliatum;(Rose) Lundell       ;Centrosema unifoliatum (Rose) Lundell       
Centrosema;venosum;Benth.        ;Centrosema venosum Benth.        
Centrosema;vetulum;Benth.        ;Centrosema vetulum Benth.        
Centrosema;vexillatum;Benth.        ;Centrosema vexillatum Benth.        
Centrosema;virginianum;(L.) Benth.       ;Centrosema virginianum (L.) Benth.       
Chaetocalyx;bracteosa;Rudd        ;Chaetocalyx bracteosa Rudd        
Chaetocalyx;brasiliensis;(Vogel) Benth.       ;Chaetocalyx brasiliensis (Vogel) Benth.       
Chaetocalyx;chacoensis;Vanni        ;Chaetocalyx chacoensis Vanni        
Chaetocalyx;klugii;Rudd        ;Chaetocalyx klugii Rudd        
Chaetocalyx;longiflora;Benth. ex A.Gray      ;Chaetocalyx longiflora Benth. ex A.Gray      
Chaetocalyx;nigricans;Burkart        ;Chaetocalyx nigricans Burkart        
Chaetocalyx;platycarpa;(Harms) Rudd       ;Chaetocalyx platycarpa (Harms) Rudd       
Chaetocalyx;scandens;(L.) Urb.       ;Chaetocalyx scandens (L.) Urb.       
Chaetocalyx;subulatus;Mackinder        ;Chaetocalyx subulatus Mackinder        
Chaetocalyx;tomentosa;(Gardner) Rudd       ;Chaetocalyx tomentosa (Gardner) Rudd       
Chaetocalyx;weberbaueri;Harms        ;Chaetocalyx weberbaueri Harms        
Chamaecrista;acosmifolia;(Benth.) H.S.Irwin & Barneby     ;Chamaecrista acosmifolia (Benth.) H.S.Irwin & Barneby     
Chamaecrista;barbata;(Nees & Mart.) H.S.Irwin & Barneby   ;Chamaecrista barbata (Nees & Mart.) H.S.Irwin & Barneby   
Cleobulia;diocleoides;Benth.        ;Cleobulia diocleoides Benth.        
Dioclea;leiantha;(Benth.) J.F.Macbr.       ;Dioclea leiantha (Benth.) J.F.Macbr.       
Cleobulia;multiflora;Mart. ex Benth.      ;Cleobulia multiflora Mart. ex Benth.      
Clitoria;amazonum;Benth.        ;Clitoria amazonum Benth.        
Clitoria;arborescens;R.Br.        ;Clitoria arborescens R.Br.        
Clitoria;cavalcantei;Fantz        ;Clitoria cavalcantei Fantz        
Clitoria;coriacea;Schery        ;Clitoria coriacea Schery        
Clitoria;falcata;Lam.        ;Clitoria falcata Lam.        
Clitoria;flexuosa;Fantz        ;Clitoria flexuosa Fantz        
Clitoria;froesii;Fantz        ;Clitoria froesii Fantz        
Clitoria;glaberrima;Pittier        ;Clitoria glaberrima Pittier        
Clitoria;guianensis;(Aubl.) Benth.       ;Clitoria guianensis (Aubl.) Benth.       
Clitoria;javitensis;(Kunth) Benth.       ;Clitoria javitensis (Kunth) Benth.       
Clitoria;kaieteurensis;Fantz        ;Clitoria kaieteurensis Fantz        
Clitoria;leptostachya;Benth.        ;Clitoria leptostachya Benth.        
Clitoria;magentea;Fantz        ;Clitoria magentea Fantz        
Clitoria;mexicana;Link        ;Clitoria mexicana Link        
Clitoria;obidensis;Huber        ;Clitoria obidensis Huber        
Clitoria;plumosa;Fantz        ;Clitoria plumosa Fantz        
Clitoria;polystachya;Benth.        ;Clitoria polystachya Benth.        
